,job_title,company_name,location,duration,date_posted,Num_Applicants,Num_Views,Num_In_Consideration,Num_Not_Selected,skills_and_tools,salary,experience_needed,education_level,job_categories,career_level,job_description,job_requirements,job_link,Logo
34,Senior Digital Data Analyst (Remote Job),Mindfield,"New Cairo, Cairo","Full Time,Work From Home",1 month ago,33,3,0,0,"Creative/Design/Art,Marketing/PR/Advertising,Social Media,Digital Marketing,Data Analysis,Planning,Marketing,Google Analytics,Computer Science,Business Administration,Analysis,analytical,business",Confidential,3 To 5 Years,Bachelor'S Degree,"Creative/Design/Art,Marketing/PR/Advertising",Experienced (Non-Manager),"[' Develop and maintain analytics tools to ensure tracking, reporting and analytics are functioning optimally', ' Develop approaches to analyze self-service customer behavior to include patching, customer profiling, browsing behavior, customer segmentation; Analyze and report on measured results to potentially improve channel usability, containment, success rates and overall Digital channel performance', ' Help to create and prepare requirements for ad hoc reports and trend analysis on digital channels that assists in the identification of irregularities or creates opportunities for improved sales.', ' Identify and troubleshoot data anomalies and irregularities as necessary', ' Provide guidance to digital channel owners and stakeholders in the use of assigned metrics applications including terminology standardization, training, user support, and the impact of user behavior on key conversion and revenue factors. Proposes expanded or improved uses of application capabilities.', ' Prepare and presents value added analytical reports to department and/or senior management', ' Develop and build business reporting environments inclusive of data, technical routines, and data visualization.', ' Definition and development of metrics to measure performance', ' Help and Assist client servicing personnel, and digital teams to achieve better results through insights.', ' Help on new pitches by collecting and analyzing data insights to propose strategic directions.', ' Build all digital reports on client digital channels, and come up with learnings and recommendations', ' Ensure teams apply recommendations and raise flags when it is not the case', ' Participate in Brainstorming sessions with team members']","['A Bachelor’s degree in Marketing, Computer Science, Communications, or Business Administration is preferred', '3+ years of experience in Marketing, Social Media.', 'Proven work experience with social media platforms and digital marketing campaigns.', 'Knowledge of all social media metrics including sentiment.', 'Knowledge of keyword research, SEO and Google Analytics.', 'Proficiency in working with social media management tools.', 'Proven experience with website analysis using various analytical tools.', 'Ability to identify target audience preferences and trends.', 'The ability to analyze digital data ', 'Strong communication, time management, and multitasking skills. ', 'Additional qualifications in digital technologies or social media management is a plus.']",https://wuzzuf.net/jobs/p/HKEQYe3RTJbt-Senior-Digital-Data-Analyst-Remote-Job-Mindfield-Cairo-Egypt?o=35&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
35,Account payable Accountant,Roots Management Consultants,"Sheraton, Cairo",Full Time,17 days ago,280,0,0,0,"Accounting/Finance,Banking,Operations/Management,Accounting,Accounting Software,Accounts,Accounts Payable,Analysis,Data Entry,Finance,Financial Analysis,General Accounting,Management,Payable,Software,Education",Confidential,3 To 5 Years,Bachelor'S Degree,"Accounting/Finance,Banking,Operations/Management",Experienced (Non-Manager),"['Assemble, review and verify invoices and check requests', 'Flag and clarify any unusual or questionable invoice items or prices', 'Sort, code and match invoices', 'Set invoices up for payment', 'Enter and upload invoices into system', 'Track expenses and process expense reports', 'Prepare and process electronic transfers and payments', 'Prepare and perform check runs', 'Post transactions to journals, ledgers and other records', 'Reconcile accounts payable transactions', 'Prepare analysis of accounts', 'Monitor accounts to ensure payments are up to date', 'Research and resolve invoice discrepancies and issues', 'Maintain vendor files', 'Correspond with vendors and respond to inquiries', 'Produce monthly reports', 'Assist with month end closing', 'Provide supporting documentation for audits', 'Maintain accurate historical records', 'Maintain confidentiality of organizational information']","['Education and Experience', 'knowledge of accounts payable', 'knowledge of general accounting procedures', 'knowledge of relevant accounting software', 'proficient in data entry and management', '3-5 years accounts payable or general accounting experience', 'Key Accounts Payable Skills and Competencies', 'Organizing and prioritizing', 'Attention to detail and accuracy', 'Confidentiality', 'Judgment', 'Communication skills', 'Vendor relationship skills', 'Information management skills', 'Problem analysis and problem-solving skills', 'Teamwork', 'Professional integrity', 'Ability to meet deadlines']",https://wuzzuf.net/jobs/p/jblfLJtlpjic-Account-payable-Accountant-Roots-Management-Consultants-Cairo-Egypt?o=36&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Roots-Management-Consultants-Egypt-33338-1526199068.png
36,Business Analyst,Cilantro,"Maadi, Cairo",Full Time,17 days ago,54,7,0,4,"Business Development,Analyst/Research,Business Analysis,Analysis,Data,Data Analytics,Microsoft Power BI,excel,English,Computer Science","Confidential, 20% Monthly Incentive",More Than 10 Years,Bachelor'S Degree,"Business Development,Analyst/Research",Experienced (Non-Manager),"['Job Summary:', 'A Business Analyst collects, analyzes, and presents business results data and turns it into information that can offer ways to improve a business, thus affecting business decisions.', ' Role & Responsibilities', 'Collect the financial (Sales, T.A, A.C& GOP) and non-financial (Quality, Mystery Shopper, Customer Complaints) results of the business units on monthly basis.', 'Build and present a monthly dashboard for the top management to support the decision-making process.', 'Make the Same Store results comparisons and the internal benchmarking analysis to support the decision-making process.', 'Identify, analyze, and interpret trends or patterns in complex data sets.', 'Present the Results Matrix monthly for the brand, per store, and per area.', 'Analyze data to support the top management with answers to the most important business issues and questions.', 'Sets campaigns & products projections', 'Delivers campaigns performance reports during & after each campaign', 'Identifies business performance gaps & recommends solutions', 'Monitors & manages the Marketing Budget', 'Manage the quality of sales activities and analyze the upselling activities']","['Qualifications:', ""Bachelor's Degree"", '10 Years of Experience', 'Good command of English language (reading, writing & speaking)', '· Good command of the below:', 'Advanced Excel Expertise', 'Pivot Table', 'Power BI', 'Google Data Studio']",https://wuzzuf.net/jobs/p/8YOY92FomUao-Business-Analyst-Cilantro-Cairo-Egypt?o=37&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Cilantro-Egypt-69955-1638611455.jpg
37,HR Reporting Analyst,Partner & More,"Abu Rawash, Giza",Full Time,18 days ago,57,3,5,17,"Accounting/Finance,Human Resources,Analyst/Research,Analysis,Analyst,analytical,Communication,Communication skills,Data,English,Human Resources (HR),Reporting,reports,Development,Microsoft Office,Writing",Confidential,7 To 10 Years,Bachelor'S Degree,"Accounting/Finance,Human Resources,Analyst/Research",Experienced (Non-Manager),"['On behalf of a Leading Trading & Distribution Co.,', 'Partner & More is recruiting:', '', '#HR_Reporting #Analyst', '', 'Location: Head Quarter – #Abu_Rawash', '', 'Job Responsibility', 'Design HR department analysis and data recording systems for use throughout the HR Functions', 'Maintain databases and perform updates as necessary to ensure accuracy', 'Regularly examine data reports to locate and resolve mistakes throughout', 'Accurately analyze and collect data for various types of business reports', 'Create business reports that provide insight into key data points', 'Communicate the results of data analysis in written and verbal form to managers', 'Monitor data to identify changes in financial and business trends']","['Job Requirements:', 'Strong analytical skills and comfortable dealing with numerical data for the development of data-driven reports', 'Strong written and verbal communication skills to effectively relate data to coworkers', 'Demonstrable experience as a reporting analyst', 'Strong report writing abilities', 'BSc. in any discipline', 'Fluent in English', '7+ years’ experience in a similar role ']",https://wuzzuf.net/jobs/p/LjehaQu2c9ZJ-HR-Reporting-Analyst-Partner-More-Giza-Egypt?o=38&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Partner---More-Egypt-22617-1621197803.jpg
38,Data Scientist,Confidential Company,"Riyadh, Saudi Arabia",Full Time,19 days ago,40,0,0,0,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Computer Science,Data Science,Hadoop,Information Technology (IT),Machine Learning,Naive Bayes,Programming,Statistics",Confidential,2 To 4 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Experienced (Non-Manager),"['Selecting features, building, and optimizing models using machine learning', 'techniques', 'Data mining using state-of-the-art methods', 'Enhancing data collection procedures to include information that is relevant for', 'building analytic systems', 'Processing, cleansing, and verifying the integrity of data used for analysis', 'Doing ad-hoc analysis and presenting results in a clear manner', 'Creating automated anomaly detection systems and constant tracking of its', 'performance', 'Provide clear insights that help define strategy, and facilitate speed and accuracy of', 'decision-making, and ultimately make a positive impact on the business.', 'Work in the opportunity, investigate, and explore phases of product development to', 'identify the biggest and most valuable consumer needs and motivations', 'Have a strong toolkit for quantitative and qualitative methods to apply in problem-', 'solving', 'Translate business questions into learning plans and then lead, develop, design and', 'conduct primary research studies to enable the synthesis of data to develop insights.', 'Ensure effective communication of market data, including synthesizing them into', 'insights for action', 'Manage third-party vendors to ensure learning objectives are met, and quality research', 'standards are maintained', 'Find opportunities to develop and champion the use of new research methods to', 'address unique research challenges and evolving trends', 'Remain abreast of best practices within the discipline and research methods', 'employed, including the latest evolution of approaches as the industry develops', 'Coordinate multiple tasks simultaneously, meeting deadlines and working', 'productively and efficiently under pressure']","['Strong applied mathematical and statistical skills regardless of the tools.', 'Excellent written and verbal communication skills for coordinating across teams.', 'Knowledge of a variety of machine learning techniques (clustering, decision tree', 'learning, artificial neural networks, etc.) and their real-world advantages/drawbacks', 'Data-oriented personality.', 'Good applied statistics skills, such as distributions, statistical testing, regression, etc.', 'Good understanding of data mart schemas, and OLAP tools.', 'Good understanding of data visualization concepts and tools.', 'Good understanding of using query languages such as SQL.', 'Broad understanding of databases (e.g. Oracle PL/SQL, Mongo), and high-', 'the performance or distributed processing (e.g. Hadoop, Spark)', 'Deep understanding of probability, statistics and machine learning theory.', 'Experience with Python, Machine learning libraries, and data mining.', 'Good scripting and programming skills Python, R Data-oriented personality.', 'Must have a good understanding of machine/deep learning techniques and algorithms', '(SVM, Naive Bayes, Decision Forests, Neural Networks, etc.)', 'Applied experience with machine learning on large datasets.', 'Demonstrated skills in selecting the right statistical tools given a data analysis', 'problem.', 'Experience with statistical software (e.g., R, Julia, MATLAB, pandas) and database', 'languages (e.g., SQL).', 'Advanced level in Microsoft Excel', 'Build, test and deliver new analytics/models using the new data sets as required to', 'underpin use case.', 'Excellent understanding of machine learning techniques and algorithms such as k-', 'NN, Naive Bayes, SVM, Decision Forests, etc. Experience with common data science', 'toolkits.']",https://wuzzuf.net/jobs/p/OjuPwsoJjnOC-Data-Scientist-Riyadh-Saudi-Arabia?o=39&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
39,Marketing Executive,Vision 22 Advertising Agency,"Maadi, Cairo",Full Time,18 days ago,66,66,19,0,"Marketing/PR/Advertising,Marketing,Market Research,Marketing Campaigns,Marketing Strategies,Social Media,Advertising,Data Analysis,Strategic Planning,Communication",Confidential,2 To 5 Years,Bachelor'S Degree,Marketing/PR/Advertising,Experienced (Non-Manager),"['We are looking for a talented Marketing Executive to undertake offline marketing projects for the benefit of our company. ', 'You will organize creative offline campaigns and promotional events that can make a difference for our company’s success according to trends and customer requirements.', 'The ideal candidate will be passionate for the “art” of marketing and will have an abundance of ideas for building efficient strategies. He/she must bring forth a strong arsenal of techniques and methods to promote our products, services and public image.', 'The goal is to reach out to the market and cultivate the customer’s interest in our products and services in ways that strengthen our reputation and facilitate our continuous growth.', 'Job Description:', 'Conceive and develop efficient and intuitive marketing strategies', 'Organize and oversee advertising/communication campaigns', 'Conduct market research and analysis to evaluate trends, brand awareness, and competition ventures', 'Initiate and control surveys to assess customer requirements and dedication', 'Write copy for diverse marketing distributions', 'Monitor progress of offline campaigns using various metrics and submit reports of performance']","['Proven experience as a marketing executive or similar role', 'Good understanding of market research techniques, data analysis, and statistics methods', 'Thorough knowledge of strategic planning principles and marketing best practices', 'Familiarity with social media and web analytics (e.g. WebTrends)', 'Excellent communication and people skills', 'Strong organizational and time management abilities', 'Creativity and commercial awareness']",https://wuzzuf.net/jobs/p/IFN4RxwvyfpD-Marketing-Executive-Vision-22-Advertising-Agency-Cairo-Egypt?o=40&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Vision-22-Advertising-Agency-Egypt-22073-1579427585.jpg
40,Senior Data Analyst - Business Intelligence,Confidential Company,"Maadi, Cairo",Full Time,1 month ago,94,16,0,0,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology,Analyst,Business Administration,business,BI,Project Management,Data Analyst,Information Technology (IT),Data Analysis",10000 To 12000 EGP Per Month,3 To 5 Years,Bachelor'S Degree,"IT/Software Development,Analyst/Research,Engineering - Telecom/Technology",Experienced (Non-Manager),"['Track, collect, and interpret data, then analyze results using statistical techniques', ""Conduct training to new users of the company's new CRM users"", 'Identify, analyze and interpret trends or patterns in complex data set', 'Provide insights and make recommendations based on data analysis', 'Prepare and deliver an insights-based Weekly, Monthly, Quarterly & Annually Social Media Business', ' Review & Report with data from Social Media Analytics dashboards, Microsoft Power BI , Google Analytics and similar platforms to present actionable insights in a visually appealing format.', ""Aggregate data collected from Clients' social accounts with the goal of identifying trends and insights"", 'Acquire data from Zoho CRM ,Office 365 SharePoint, Social Media Platforms,', 'Apply Data Cleaning Techniques for historical data.', 'Interpret data & analyze results to provide ongoing reports and dashboards on Oracle CRM and Microsoft Power BI.', 'Translate their findings of trends, wrong data entries… into easy-to-understand reports, dashboards & presentations for management to get a clear picture of the department’s operations and ways to improve them.', 'Build company balance scorecard model using Microsoft Power BI.', 'Analyze the historical data to forecast and create staffing scenarios for inbound and outbound business functions.', ' ']","['3+ years in a data analyst role at least.', 'Perfect in using Excel Power Query, Microsoft Power BI, Odoo CRM, and Oracle CRM ( Eloqua, Right Now … etc)', 'Expert-level proficiency with Excel and PowerPoint. Experience with Social Media Dashboards, Google Analytics, and Data Visualization tools.', 'Ability to collaborate effectively and work as part of a team', 'Strong attention to detail', 'Solid understanding of core social channels; LinkedIn, Facebook, Twitter, Instagram, YouTube, along with their corresponding data sets and common KPIs.', 'Ability to analyze complex data sets and effectively communicate actionable insights to support goals and objectives.', 'Collaborative in nature with a passion for developing relationships.', 'Strong project management skills with the ability to prioritize multiple requests in a fast-paced environment.', 'Bachelor’s Degree in Business Administration or Business Informatics is a plus.', '', ' ']",https://wuzzuf.net/jobs/p/FdG6WamryKOU-Senior-Data-Analyst---Business-Intelligence-Cairo-Egypt?o=41&l=sp&t=sj&a=data analysis|search-v3,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADoAAAA4CAMAAACbrRsRAAAA7VBMVEX///8AAAAAAAAAAABsbGy3trZ5eXkAAAAAAAAAAACko6Oop6cAAAAAAAAAAAAqKSmgn5+npqapqKhGRkYAAAAAAACTkpKamZkAAACura21tLS1tLSbmpqLioqura2ysbEAAAAAAAAAAAAAAAAAAAAAAAAAAACMi4sAAAAAAAAAAACxsLCura22tbW2tbUAAAAAAACsq6u0s7O2tbUAAAAAAAAAAABjYmIAAAChoaGQj4+Eg4MAAACJiIgAAACmpaUAAAAAAACjoqKfnp6lpKRvbm6enZ2sq6sAAAC0s7MAAACwr68AAABLS0sAAAA4s2hBAAAAT3RSTlMADTYQZf9xAiAluMQnBANCr8LGTgYslaAz3PP2o4bZ5x0WMCMZNCaJLis14Nf4/TIp0PH6CwEHXhOxjX0YhBW9JCKzrLpoqs0f7jHeLVAJRHNrcAAAAfdJREFUeAFiGAWA6upCuY0YCAOwrXgdxczUHOgcUmO2Gmbm93+crrakqNFNGP7E7G9W2pH3Xpgkw8w8j6YA0u9KZznncxmAbA6f5J9EC8VSqQyYSqlUrT2Rwt+8E60zVmz8o80qY63H0jZY6Tyefpv3PB98z8tA0MCnT6DzoRBRuy5EN9NYEGLxCTSVxPvsUiIhlnWTWu9DMytS4iqljNrNupTfn0BhtdfrQ6fXCwDavd7gHap+XJvmOB8GEeejcbPL+ZPaVC6VJhCUSmOATKk0ddOaMpLXVVOMLcMy3rX14V9G+kMZWftLw3UjGw/vtVA0vtP9R5ub6+vNzurW+vrmtpNm0/gxbOJdxqQrSoXNrR2l1onu7im1Mh7pN9MzSv2i9Gz/QKnDI5PWdQE9/hjR3q4uQEuhWkSp/jHXX4+penK6fnpiUruqe6+nSZU8tRfs2CsNhMEZDgSixQJ+1W4TzQs497zKPRrpgXB2IYTnpjQvzkdC5DIxbWoUcSaaR8LdJpvaBzGOUoFsGu+J2sefKP1yL4dSXmVMOqEClVIJ3KeJ6sN1qeTfo0NdQF/Wlt2U6l/fcF6Pa5M9YJ7SJnus2dS9YLDiXrDZJgd1twn+Job+zZemzAhS9l+QMiNEPyr5IXtGrmY1ba0/I7d0AVhTz8hd4uvlJ+yLlcGQIISoAAAAAElFTkSuQmCC"
41,Advanced Junior Financial Data Analyst,Z2 Data,"Nasr City, Cairo",Full Time,2 months ago,181,43,13,11,"Accounting/Finance,Accounting,Analysis,Data Analysis,Communication skills,Economics,English,Business Analysis,Financial Analysis,Microsoft Excel,Microsoft Powerpoint,Finance",Confidential,1 To 2 Years,Bachelor'S Degree,Accounting/Finance,Entry Level (Junior Level / Fresh Grad),"['Analyzing the extracted information from the financial statements.', ' Handling R&D and enhancing the operational techniques used to improve the data procedures in best possible way and facilitate the operational daily work of the teams.', 'Assigning Targets and setting plans for the teams according to the business needs.', ' Prepare and deliver the necessary training needed for new comers.', 'Supporting the new comers and teams on daily basis to ensure the process is implemented.', 'Testing the data inserted in the system and reporting any issue occurred in the process.', 'Assisting the Financial Analysis Manager in daily technical tasks.', 'Reporting to the Finance Manager the operation progress on a weekly basis']","['1-2 years of proven experience in business analysis, consulting, and data analysis.', 'Highly proficient in English and excellent communication skills (verbal and written) and ability to adapt your communication style for the audience.', 'Advanced Microsoft Excel, Microsoft PowerPoint, Microsoft Visio.', 'Ability to analyze a problem, ask relevant questions, and think outside-of-the-box.', 'Flexible working with figures and concepts that include modeling or correlation analysis.', 'Creative self-starter that appreciates working in an entrepreneurial environment.', 'Hold a Bachelors or Master degree in Business, Management, Economics, or similar field.', 'Enjoy collaborating with people and working in teams.']",https://wuzzuf.net/jobs/p/uDOq5pUnCS0S-Advanced-Junior-Financial-Data-Analyst-Z2-Data-Cairo-Egypt?o=42&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
42,Senior R&D Analyst- Banha,Z2 Data,"Banha, Qalubia",Full Time,24 days ago,23,0,0,0,"R&D/Science,Business Development,Analysis,business,Business Analysis,Communication,Communication skills,Data Analysis,English,R&D,Research,Computer Science,Consulting,Information Technology (IT)",Confidential,2 To 5 Years,Bachelor'S Degree,"R&D/Science,Business Development",Experienced (Non-Manager),"['Job Description', 'Research and development of new technologies/topics in coordination with other technical departments', 'Writing technical/scientific documentation of analysis output', 'Search for new proposals for R&D projects', 'Plan and execute requirements gathering activities.', 'Interact with the customers to gather their business and user requirements.', 'Interpret business and user requirements into clear and comprehensive documentation.', 'Align with technical and data development teams to map users’ requirements into practical system requirements specifications.', 'Support research requests and define the best approach to successfully complete them.', 'Use your creativity and expertise to support Z2Data’s internal development project.', 'Suggesting alternatives when the required information is not available.', 'Reporting on the status of the request: closed, on-hold; discussing relevancy of methodologies/approaches used to conduct business requirements']","['Job Requirements', '3-5 years of proven experience in business analysis, consulting, and data analysis.', 'Highly proficient in English and excellent communication skills (verbal and written) and ability to adapt your communication style for the audience.', 'Advanced Microsoft Excel, Microsoft PowerPoint, Microsoft Visio.', 'Ability to analyze a problem, ask relevant questions, and think outside-of-the-box.', 'Flexible working with figures and concepts that include modeling or correlation analysis.', 'Creative self-starter that appreciates working in an entrepreneurial environment.', 'Hold a Bachelors or Master degree in Business, Management, Economics, or similar field.', 'Enjoy collaborating with people and working in teams.', ' ']",https://wuzzuf.net/jobs/p/QULmM8c1vDma-Senior-RD-Analyst--Banha-Z2-Data-Qalubia-Egypt?o=43&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Z2-Data-Egypt-10002-1516293068.png
43,Social Media Moderator / Admin,Perception for Design & Contracting,"Sheikh Zayed, Giza",Full Time,18 days ago,115,23,17,0,"Administration,Marketing/PR/Advertising,Media/Journalism/Publishing,Sales,Sales Skills,Marketing,E-marketing,Market Research,Social Media,Data Analysis,Administration,business,Copy Writing,English,media,photoshop,Writing",Confidential,3 To 5 Years,Bachelor'S Degree,"Administration,Marketing/PR/Advertising,Media/Journalism/Publishing",Experienced (Non-Manager),"['Help create and promote the overall brand identity of company.', 'Be a vital force in the creation and distribution of all varieties of marketing materials.', 'Implement marketing plan across multiple social media platforms.', 'Help to inc. engagement on all platforms.', 'Collect and analyse market research data and apply it to current projects.', 'Provide updated status reports with statistics concerning current marketing projects.', 'Manage and oversee social media content.', 'Publish and share daily content (original text, images or videos) that builds meaningful connections and encourages community members to take action on various social media channels.', 'Stay up to date with the latest social media best practices and technologies.', 'Provide constructive feedback.', 'Communicate & follow up with clients on all social media platforms, mail & phone.', 'Collecting and evaluating customer feedback data.', 'Prepare weekly reports & proposals.', 'Office admin tasks']","['BSc. in Marketing or Business Administration or related fields.', 'A good copy writing is a must.', 'Excellent written and spoken English is a must', 'Basic Knowledge of Photoshop (preferred).', 'Multi-tasking skills.']",https://wuzzuf.net/jobs/p/wlkOWMTJViC7-Social-Media-Moderator-Admin-Perception-for-Design-Contracting-Giza-Egypt?o=44&l=sp&t=sj&a=data analysis|search-v3,https://images.wuzzuf-data.net/files/company_logo/Perception-for-Design---Contracting-Egypt-17825-1568046408.jpg
